type,type2,type3,region_2024,unit,election,list,lists_national,listmin,listmax,candidates,ifp_candidates,ifp_seats,dm,as,as2,enpv,enps,enpv_national,enps_national,sp,spm,logmag,polarization_district,polarization_national,dif,dif2,ethnic_frac,ethnic_number,ethnic_presence,av_id,Rae,LH,Lijphart_1,Lijphart_2,Gallagher,Cox_Shugart,Mainwaring_Jones,Chhibber_Kollman,votes,subunits,percent_ind
Diputados,Diputados 1989-2013,Diputados - 1997,2,4,1997,4,5,2.146119176,58.6068632,7,0,0,2,120,120,2.21,2,2.51,2.19,240,2.492882872,0.693147181,4.115394844,4.548871554,1.79,0.21,0.162649081,1.815364249,14.02901197,6.482366217,0.09,0.18,0.18,0.16,0.42,0.82,84.869,0.126,100507,4,0
Diputados,Diputados 1989-2013,Diputados - 2001,2,4,2001,2,5,40.03456332,59.96543668,4,0,0,2,120,120,1.92,2,2.27,2,240,2.492882872,0.693147181,2.160621065,2.753440283,0.08,0,0.162649081,1.815364249,14.02901197,6.798611205,0.1,0.1,0.1,0.1,0.32,,90.928,0.053,103578,4,0
Diputados,Diputados 1989-2013,Diputados - 2005,2,4,2005,4,4,2.098383213,53.3255934,8,0,0,2,120,120,2.21,2,2.32,2.09,240,2.492882872,0.693147181,2.506109966,2.76996411,1.79,0.21,0.162649081,1.815364249,14.02901197,5.655573746,0.05,0.09,0.09,0.08,0.3,0.88,89.938,0.04,116280,4,0
Diputados,Diputados 1989-2013,Diputados - 2009,2,4,2009,4,4,4.290173014,38.94712154,8,0,0,2,120,120,3.17,2,2.45,2.12,240,2.492882872,0.693147181,3.223589649,2.79241328,0.83,1.17,0.162649081,1.815364249,14.02901197,6.147071233,0.16,0.31,0.27,0.2,0.56,0.38,87.937,0.109,110858,4,0
Diputados,Diputados 1989-2013,Diputados - 2013,2,4,2013,6,6,2.61023096,37.3029204,9,1,0,2,120,120,3.53,2,2.57,1.99,240,2.492882872,0.693147181,3.197707934,3.041643274,2.47,1.53,0.162649081,1.815364249,14.02901197,5.135465654,0.1,0.29,0.16,0.16,0.54,0.57,95.598,0.253,104780,4,11.11111111
Diputados,Diputados 1989-2013,Diputados - 1989,3,5,1989,5,7,3.119734026,34.48254923,8,0,0,2,120,120,3.39,2,2.49,2.16,240,2.492882872,0.693147181,2.246461773,1.776999055,1.61,1.39,0.299341951,2.739683544,13.68956474,5.236488743,0.14,0.34,0.28,0.2,0.59,0.43,93.5,0.114,65871,3,0
Diputados,Diputados 1989-2013,Diputados - 1993,3,5,1993,4,4,3.357841279,53.33585993,7,0,0,2,120,120,2.45,2,2.24,1.95,240,2.492882872,0.693147181,4.959882576,4.318853019,1.55,0.45,0.299341951,2.739683544,13.68956474,5.965132265,0.08,0.17,0.17,0.13,0.41,0.74,88.536,0.054,65965,3,0
Diputados,Diputados 1989-2013,Diputados - 1997,3,5,1997,4,5,8.073342045,50.42673963,7,0,0,2,120,120,2.78,2,2.51,2.19,240,2.492882872,0.693147181,5.063307119,4.548871554,1.22,0.78,0.299341951,2.739683544,13.68956474,5.505751722,0.11,0.21,0.21,0.15,0.46,0.59,84.869,0.126,48976,3,0
Diputados,Diputados 1989-2013,Diputados - 2001,3,5,2001,3,5,8.684169374,56.53397738,6,0,0,2,120,120,2.23,2,2.27,2,240,2.492882872,0.693147181,2.72122987,2.753440283,0.77,0.23,0.299341951,2.739683544,13.68956474,5.39813053,0.1,0.15,0.15,0.14,0.39,0.74,90.928,0.053,57553,3,0
Diputados,Diputados 1989-2013,Diputados - 2005,3,5,2005,4,4,1.803899703,59.48441267,7,0,0,2,120,120,2.18,2,2.32,2.09,240,2.492882872,0.693147181,2.477867884,2.76996411,1.82,0.18,0.299341951,2.739683544,13.68956474,5.022403142,0.09,0.18,0.18,0.17,0.43,0.82,89.938,0.04,60979,3,0
Diputados,Diputados 1989-2013,Diputados - 2009,3,5,2009,4,4,4.972493287,49.97871504,8,0,0,2,120,120,2.45,2,2.45,2.12,240,2.492882872,0.693147181,2.693395764,2.79241328,1.55,0.45,0.299341951,2.739683544,13.68956474,5.838417277,0.05,0.11,0.11,0.09,0.33,0.78,87.937,0.109,61076,3,0
Diputados,Diputados 1989-2013,Diputados - 2013,3,5,2013,4,6,2.842442342,65.97884359,7,0,0,2,120,120,1.96,1,2.57,1.99,240,2.492882872,0.693147181,2.493977184,3.041643274,2.04,0.96,0.299341951,2.739683544,13.68956474,5.557877473,0.17,0.34,0.34,0.35,0.58,0.55,95.598,0.253,55586,3,0
Diputados,Diputados 1989-2013,Diputados - 1989,3,6,1989,5,7,0.983843518,59.88389714,7,2,0,2,120,120,2.12,2,2.49,2.16,240,2.492882872,0.693147181,1.556758314,1.776999055,2.88,0.12,0.393025309,3.351841311,25.84440637,5.281978134,0.07,0.17,0.17,0.16,0.41,0.89,93.5,0.114,42893,6,28.57142857
Diputados,Diputados 1989-2013,Diputados - 1993,3,6,1993,4,4,1.416054721,54.24015739,7,0,0,2,120,120,2.29,2,2.24,1.95,240,2.492882872,0.693147181,5.070480574,4.318853019,1.71,0.29,0.393025309,3.351841311,25.84440637,7.026318392,0.07,0.13,0.13,0.11,0.36,0.82,88.536,0.054,43713,6,0
Diputados,Diputados 1989-2013,Diputados - 1997,3,6,1997,4,5,1.094159347,54.88005342,7,0,0,2,120,120,2.19,2,2.51,2.19,240,2.492882872,0.693147181,4.004058109,4.548871554,1.81,0.19,0.393025309,3.351841311,25.84440637,5.937862971,0.05,0.11,0.11,0.1,0.33,0.88,84.869,0.126,38934,6,0
Diputados,Diputados 1989-2013,Diputados - 2001,3,6,2001,4,5,1.7972103,64.19479126,6,0,0,2,120,120,1.98,1,2.27,2,240,2.492882872,0.693147181,2.226360379,2.753440283,2.02,0.98,0.393025309,3.351841311,25.84440637,5.712486901,0.18,0.36,0.36,0.36,0.6,0.52,90.928,0.053,41008,6,0
Diputados,Diputados 1989-2013,Diputados - 2005,3,6,2005,4,4,4.204540264,57.8335541,7,0,0,2,120,120,2.37,1,2.32,2.09,240,2.492882872,0.693147181,2.076294938,2.76996411,1.63,1.37,0.393025309,3.351841311,25.84440637,5.302704011,0.21,0.42,0.42,0.36,0.65,0.44,89.938,0.04,43786,6,0
Diputados,Diputados 1989-2013,Diputados - 2009,3,6,2009,5,4,2.008784096,35.12251503,8,2,0,2,120,120,3.35,2,2.45,2.12,240,2.492882872,0.693147181,2.948995621,2.79241328,1.65,1.35,0.393025309,3.351841311,25.84440637,5.28103934,0.13,0.33,0.27,0.2,0.58,0.45,87.937,0.109,43260,6,25
Diputados,Diputados 1989-2013,Diputados - 2013,3,6,2013,3,6,20.58815793,57.2086172,6,0,0,2,120,120,2.39,1,2.57,1.99,240,2.492882872,0.693147181,2.205982551,3.041643274,0.61,1.39,0.393025309,3.351841311,25.84440637,4.43788625,0.29,0.43,0.43,0.36,0.65,0.36,95.598,0.253,38017,6,0
Diputados,Diputados 1989-2013,Diputados - 1989,4,7,1989,5,7,3.824461382,49.38155303,8,2,0,2,120,120,2.65,2,2.49,2.16,240,2.492882872,0.693147181,1.463100118,1.776999055,2.35,0.65,0.165152494,0.968196308,9.059732136,5.213932495,0.06,0.15,0.15,0.11,0.39,0.75,93.5,0.114,81737,5,25
Diputados,Diputados 1989-2013,Diputados - 1993,4,7,1993,3,4,6.707704861,56.16832859,6,0,0,2,120,120,2.18,2,2.24,1.95,240,2.492882872,0.693147181,4.236072253,4.318853019,0.82,0.18,0.165152494,0.968196308,9.059732136,5.675820289,0.09,0.13,0.13,0.12,0.36,0.8,88.536,0.054,83337,5,0
Diputados,Diputados 1989-2013,Diputados - 1997,4,7,1997,4,5,2.320014227,50.57658372,7,0,0,2,120,120,2.49,2,2.51,2.19,240,2.492882872,0.693147181,5.026333943,4.548871554,1.51,0.49,0.165152494,0.968196308,9.059732136,6.310300234,0.07,0.13,0.13,0.11,0.36,0.75,84.869,0.126,73103,5,0
Diputados,Diputados 1989-2013,Diputados - 2001,4,7,2001,3,5,6.273305822,50.07955054,6,0,0,2,120,120,2.25,2,2.27,2,240,2.492882872,0.693147181,2.777441837,2.753440283,0.75,0.25,0.165152494,0.968196308,9.059732136,5.795544062,0.04,0.06,0.06,0.06,0.25,0.81,90.928,0.053,80452,5,0
Diputados,Diputados 1989-2013,Diputados - 2005,4,7,2005,3,4,5.894811154,50.79421108,6,0,0,2,120,120,2.23,2,2.32,2.09,240,2.492882872,0.693147181,2.737996252,2.76996411,0.77,0.23,0.165152494,0.968196308,9.059732136,6.093016643,0.04,0.07,0.07,0.06,0.26,0.82,89.938,0.04,87823,5,0
Diputados,Diputados 1989-2013,Diputados - 2009,4,7,2009,4,4,2.298436973,50.11694591,8,0,0,2,120,120,2.47,2,2.45,2.12,240,2.492882872,0.693147181,2.728368715,2.79241328,1.53,0.47,0.165152494,0.968196308,9.059732136,6.024165064,0.06,0.12,0.12,0.1,0.35,0.76,87.937,0.109,88930,5,0
Diputados,Diputados 1989-2013,Diputados - 2013,4,7,2013,4,6,4.2497127,55.88935192,7,0,0,2,120,120,2.31,2,2.57,1.99,240,2.492882872,0.693147181,2.893972783,3.041643274,1.69,0.31,0.165152494,0.968196308,9.059732136,7.548022214,0.08,0.16,0.16,0.14,0.4,0.8,95.598,0.253,86147,5,0
Diputados,Diputados 1989-2013,Diputados - 1989,4,8,1989,3,7,6.068107525,59.50046019,6,0,0,2,120,120,2.1,2,2.49,2.16,240,2.492882872,0.693147181,1.382559572,1.776999055,0.9,0.1,0.162416814,0.842434636,8.057934031,5.877368371,0.1,0.16,0.16,0.15,0.39,0.82,93.5,0.114,94527,3,0
Diputados,Diputados 1989-2013,Diputados - 1993,4,8,1993,3,4,6.837580658,65.97443437,6,0,0,2,120,120,1.95,1,2.24,1.95,240,2.492882872,0.693147181,3.660811569,4.318853019,1.05,0.95,0.162416814,0.842434636,8.057934031,5.611661766,0.23,0.34,0.34,0.35,0.58,0.49,88.536,0.054,97944,3,0
Diputados,Diputados 1989-2013,Diputados - 1997,4,8,1997,4,5,1.777428052,60.80632283,7,0,0,2,120,120,2.15,1,2.51,2.19,240,2.492882872,0.693147181,4.053804181,4.548871554,1.85,1.15,0.162416814,0.842434636,8.057934031,6.030591843,0.2,0.39,0.39,0.36,0.63,0.48,84.869,0.126,86417,3,0
Diputados,Diputados 1989-2013,Diputados - 2001,4,8,2001,3,5,2.064660024,65.72310001,5,0,0,2,120,120,1.87,1,2.27,2,240,2.492882872,0.693147181,2.025360746,2.753440283,1.13,0.87,0.162416814,0.842434636,8.057934031,5.867218994,0.23,0.34,0.34,0.37,0.59,0.49,90.928,0.053,95948,3,0
Diputados,Diputados 1989-2013,Diputados - 2005,4,8,2005,3,4,4.591959964,69.28903359,6,0,0,2,120,120,1.82,1,2.32,2.09,240,2.492882872,0.693147181,2.05589721,2.76996411,1.18,0.82,0.162416814,0.842434636,8.057934031,5.243588539,0.2,0.31,0.31,0.34,0.55,0.54,89.938,0.04,103507,3,0
Diputados,Diputados 1989-2013,Diputados - 2009,4,8,2009,5,4,4.890384688,41.08317978,9,1,1,2,120,120,3.5,2,2.45,2.12,240,2.492882872,0.693147181,2.379686508,2.79241328,1.5,1.5,0.162416814,0.842434636,8.057934031,5.029568317,0.14,0.35,0.26,0.2,0.59,0.42,87.937,0.109,106372,3,11.11111111
Diputados,Diputados 1989-2013,Diputados - 2013,4,8,2013,5,6,2.756561935,51.88346762,8,0,0,2,120,120,2.75,1,2.57,1.99,240,2.492882872,0.693147181,2.23749367,3.041643274,2.25,1.75,0.162416814,0.842434636,8.057934031,5.283362212,0.19,0.48,0.48,0.35,0.69,0.4,95.598,0.253,100161,3,0
Diputados,Diputados 1989-2013,Diputados - 1989,4,9,1989,3,7,3.730767414,65.84355659,5,0,0,2,120,120,1.9,1,2.49,2.16,240,2.492882872,0.693147181,1.318705886,1.776999055,1.1,0.9,0.15381822,0.737151705,8.194135123,5.653148081,0.23,0.34,0.34,0.36,0.58,0.49,93.5,0.114,63499,7,0
Diputados,Diputados 1989-2013,Diputados - 1993,4,9,1993,3,4,14.84280724,59.16798984,6,0,0,2,120,120,2.27,1,2.24,1.95,240,2.492882872,0.693147181,4.849724627,4.318853019,0.73,1.27,0.15381822,0.737151705,8.194135123,6.49523212,0.27,0.41,0.41,0.36,0.64,0.39,88.536,0.054,62980,7,0
Diputados,Diputados 1989-2013,Diputados - 1997,4,9,1997,4,5,3.565810173,49.6862738,8,0,0,2,120,120,2.77,2,2.51,2.19,240,2.492882872,0.693147181,5.745683599,4.548871554,1.23,0.77,0.15381822,0.737151705,8.194135123,5.702480299,0.11,0.23,0.22,0.16,0.48,0.55,84.869,0.126,55303,7,0
Diputados,Diputados 1989-2013,Diputados - 2001,4,9,2001,5,5,1.892521,40.76510475,9,1,0,2,120,120,3.16,2,2.27,2,240,2.492882872,0.693147181,3.526863513,2.753440283,1.84,1.16,0.15381822,0.737151705,8.194135123,5.382775284,0.1,0.25,0.17,0.16,0.5,0.58,90.928,0.053,59286,7,11.11111111
Diputados,Diputados 1989-2013,Diputados - 2005,4,9,2005,3,4,11.98275161,61.82735335,6,0,0,2,120,120,2.15,1,2.32,2.09,240,2.492882872,0.693147181,2.53823895,2.76996411,0.85,1.15,0.15381822,0.737151705,8.194135123,5.160983343,0.25,0.38,0.38,0.36,0.62,0.43,89.938,0.04,61455,7,0
Diputados,Diputados 1989-2013,Diputados - 2009,4,9,2009,4,4,1.370472986,42.97941817,7,0,0,2,120,120,2.93,2,2.45,2.12,240,2.492882872,0.693147181,2.477886914,2.79241328,1.07,0.93,0.15381822,0.737151705,8.194135123,5.270769414,0.13,0.26,0.25,0.18,0.51,0.47,87.937,0.109,60636,7,0
Diputados,Diputados 1989-2013,Diputados - 2013,4,9,2013,4,6,2.628674442,72.24899746,6,0,0,2,120,120,1.75,1,2.57,1.99,240,2.492882872,0.693147181,2.087687264,3.041643274,2.25,0.75,0.15381822,0.737151705,8.194135123,7.002377717,0.14,0.28,0.28,0.32,0.53,0.63,95.598,0.253,54362,7,0
Diputados,Diputados 1989-2013,Diputados - 1989,5,10,1989,2,7,37.99804809,62.00195191,4,0,0,2,120,120,1.89,2,2.49,2.16,240,2.492882872,0.693147181,1.472470719,1.776999055,0.11,0,0.114657268,0.813097932,6.240312362,5.529352305,0.12,0.12,0.12,0.13,0.35,,93.5,0.114,129104,12,0
Diputados,Diputados 1989-2013,Diputados - 1993,5,10,1993,3,4,6.326149468,55.98153144,6,0,0,2,120,120,2.18,2,2.24,1.95,240,2.492882872,0.693147181,4.187062567,4.318853019,0.82,0.18,0.114657268,0.813097932,6.240312362,5.945073607,0.08,0.12,0.12,0.11,0.35,0.81,88.536,0.054,134932,12,0
Diputados,Diputados 1989-2013,Diputados - 1997,5,10,1997,4,5,1.630124422,54.089155,7,0,0,2,120,120,2.3,2,2.51,2.19,240,2.492882872,0.693147181,4.444864123,4.548871554,1.7,0.3,0.114657268,0.813097932,6.240312362,5.876024445,0.07,0.13,0.13,0.11,0.36,0.82,84.869,0.126,115574,12,0
Diputados,Diputados 1989-2013,Diputados - 2001,5,10,2001,3,5,6.784802303,48.32961957,6,0,0,2,120,120,2.27,2,2.27,2,240,2.492882872,0.693147181,2.893955818,2.753440283,0.73,0.27,0.114657268,0.813097932,6.240312362,6.354866314,0.05,0.07,0.07,0.06,0.26,0.8,90.928,0.053,122966,12,0
Diputados,Diputados 1989-2013,Diputados - 2005,5,10,2005,3,4,7.933337264,55.67930536,6,0,0,2,120,120,2.23,2,2.32,2.09,240,2.492882872,0.693147181,2.721792533,2.76996411,0.77,0.23,0.114657268,0.813097932,6.240312362,5.838658651,0.09,0.14,0.14,0.12,0.37,0.76,89.938,0.04,135668,12,0
Diputados,Diputados 1989-2013,Diputados - 2009,5,10,2009,5,4,2.399035123,51.79562151,8,1,0,2,120,120,2.64,2,2.45,2.12,240,2.492882872,0.693147181,2.873656542,2.79241328,2.36,0.64,0.114657268,0.813097932,6.240312362,5.430015188,0.07,0.19,0.19,0.14,0.43,0.72,87.937,0.109,136805,12,12.5
Diputados,Diputados 1989-2013,Diputados - 2013,5,10,2013,4,6,4.277978191,46.56142917,7,0,0,2,120,120,2.49,2,2.57,1.99,240,2.492882872,0.693147181,3.117923327,3.041643274,1.51,0.49,0.114657268,0.813097932,6.240312362,6.679841357,0.06,0.11,0.08,0.09,0.33,0.78,95.598,0.253,121693,12,0
Diputados,Diputados 1989-2013,Diputados - 1989,5,11,1989,5,7,3.731946621,44.54780465,8,1,0,2,120,120,3.1,2,2.49,2.16,240,2.492882872,0.693147181,1.786543168,1.776999055,1.9,1.1,0.110293369,0.81397533,5.804688192,5.137342991,0.1,0.25,0.19,0.16,0.5,0.59,93.5,0.114,100189,10,12.5
Diputados,Diputados 1989-2013,Diputados - 1993,5,11,1993,4,4,1.283609806,56.51711958,7,0,0,2,120,120,2.24,2,2.24,1.95,240,2.492882872,0.693147181,4.377448582,4.318853019,1.76,0.24,0.110293369,0.81397533,5.804688192,5.39438263,0.08,0.15,0.15,0.13,0.39,0.83,88.536,0.054,104471,10,0
Diputados,Diputados 1989-2013,Diputados - 1997,5,11,1997,5,5,1.569938848,67.0833724,9,0,0,2,120,120,1.94,1,2.51,2.19,240,2.492882872,0.693147181,3.172041044,4.548871554,3.06,0.94,0.110293369,0.81397533,5.804688192,5.264344465,0.13,0.33,0.33,0.34,0.57,0.59,84.869,0.126,95991,10,0
Diputados,Diputados 1989-2013,Diputados - 2001,5,11,2001,4,5,2.071602219,47.60945,6,0,0,2,120,120,2.31,2,2.27,2,240,2.492882872,0.693147181,2.777660114,2.753440283,1.69,0.31,0.110293369,0.81397533,5.804688192,6.489493792,0.04,0.07,0.05,0.06,0.27,0.86,90.928,0.053,96254,10,0
Diputados,Diputados 1989-2013,Diputados - 2005,5,11,2005,3,4,6.326643309,53.96164978,6,0,0,2,120,120,2.21,2,2.32,2.09,240,2.492882872,0.693147181,2.693281255,2.76996411,0.79,0.21,0.110293369,0.81397533,5.804688192,5.503284272,0.07,0.1,0.1,0.09,0.32,0.81,89.938,0.04,105032,10,0
Diputados,Diputados 1989-2013,Diputados - 2009,5,11,2009,4,4,4.200314042,50.20749215,7,1,0,2,120,120,2.4,2,2.45,2.12,240,2.492882872,0.693147181,2.612840485,2.79241328,1.6,0.4,0.110293369,0.81397533,5.804688192,5.132770681,0.05,0.1,0.1,0.08,0.32,0.81,87.937,0.109,106992,10,14.28571429
Diputados,Diputados 1989-2013,Diputados - 2013,5,11,2013,4,6,3.116311753,55.57524467,7,0,0,2,120,120,2.24,2,2.57,1.99,240,2.492882872,0.693147181,2.960560363,3.041643274,1.76,0.24,0.110293369,0.81397533,5.804688192,6.547556827,0.07,0.13,0.13,0.12,0.37,0.84,95.598,0.253,98193,10,0
Diputados,Diputados 1989-2013,Diputados - 1989,5,12,1989,3,7,9.610435709,50.44369509,6,0,0,2,120,120,2.36,2,2.49,2.16,240,2.492882872,0.693147181,1.406852325,1.776999055,0.64,0.36,0.116060054,1.089991893,5.780336593,6.033432425,0.07,0.1,0.1,0.09,0.32,0.71,93.5,0.114,112690,4,0
Diputados,Diputados 1989-2013,Diputados - 1993,5,12,1993,3,4,5.212067826,48.29773178,5,0,0,2,120,120,2.21,2,2.24,1.95,240,2.492882872,0.693147181,4.246269677,4.318853019,0.79,0.21,0.116060054,1.089991893,5.780336593,5.99126415,0.03,0.05,0.05,0.05,0.23,0.84,88.536,0.054,113525,4,0
Diputados,Diputados 1989-2013,Diputados - 1997,5,12,1997,4,5,3.290165736,51.28333996,7,0,0,2,120,120,2.38,2,2.51,2.19,240,2.492882872,0.693147181,4.467702632,4.548871554,1.62,0.38,0.116060054,1.089991893,5.780336593,6.195900854,0.06,0.11,0.11,0.09,0.33,0.8,84.869,0.126,85558,4,0
Diputados,Diputados 1989-2013,Diputados - 2001,5,12,2001,3,5,5.020037142,51.87469456,6,0,0,2,120,120,2.19,2,2.27,2,240,2.492882872,0.693147181,2.750053617,2.753440283,0.81,0.19,0.116060054,1.089991893,5.780336593,6.786011407,0.05,0.07,0.07,0.06,0.26,0.85,90.928,0.053,102310,4,0
Diputados,Diputados 1989-2013,Diputados - 2005,5,12,2005,3,4,7.843120305,48.62682722,6,0,0,2,120,120,2.31,2,2.32,2.09,240,2.492882872,0.693147181,2.995085222,2.76996411,0.69,0.31,0.116060054,1.089991893,5.780336593,6.308528215,0.05,0.08,0.08,0.07,0.28,0.76,89.938,0.04,115681,4,0
Diputados,Diputados 1989-2013,Diputados - 2009,5,12,2009,4,4,1.766543362,49.48623099,8,0,0,2,120,120,2.66,2,2.45,2.12,240,2.492882872,0.693147181,2.833477609,2.79241328,1.34,0.66,0.116060054,1.089991893,5.780336593,6.309662485,0.09,0.18,0.18,0.14,0.43,0.63,87.937,0.109,121650,4,0
Diputados,Diputados 1989-2013,Diputados - 2013,5,12,2013,4,6,6.697536963,43.5949863,6,0,0,2,120,120,2.62,2,2.57,1.99,240,2.492882872,0.693147181,3.231555875,3.041643274,1.38,0.62,0.116060054,1.089991893,5.780336593,6.009064062,0.07,0.14,0.07,0.1,0.37,0.73,95.598,0.253,116401,4,0
Diputados,Diputados 1989-2013,Diputados - 1989,5,13,1989,5,7,1.958926924,37.66414681,9,0,0,2,120,120,3.28,2,2.49,2.16,240,2.492882872,0.693147181,2.326188739,1.776999055,1.72,1.28,0.148900307,1.887976719,21.52537356,5.732432719,0.11,0.27,0.19,0.17,0.52,0.54,93.5,0.114,161517,3,0
Diputados,Diputados 1989-2013,Diputados - 1993,5,13,1993,4,4,2.624682132,52.83616171,8,0,0,2,120,120,2.44,2,2.24,1.95,240,2.492882872,0.693147181,4.968218855,4.318853019,1.56,0.44,0.148900307,1.887976719,21.52537356,6.277477371,0.08,0.15,0.15,0.13,0.39,0.75,88.536,0.054,154152,3,0
Diputados,Diputados 1989-2013,Diputados - 1997,5,13,1997,4,5,3.343174239,51.8734168,7,0,0,2,120,120,2.46,2,2.51,2.19,240,2.492882872,0.693147181,4.788679912,4.548871554,1.54,0.46,0.148900307,1.887976719,21.52537356,6.259171529,0.07,0.14,0.14,0.12,0.38,0.75,84.869,0.126,109746,3,0
Diputados,Diputados 1989-2013,Diputados - 2001,5,13,2001,5,5,1.593778577,47.76724993,7,1,0,2,120,120,2.6,2,2.27,2,240,2.492882872,0.693147181,3.312825485,2.753440283,2.4,0.6,0.148900307,1.887976719,21.52537356,5.846477291,0.06,0.14,0.12,0.11,0.38,0.76,90.928,0.053,130131,3,14.28571429
Diputados,Diputados 1989-2013,Diputados - 2005,5,13,2005,3,4,10.97723628,45.50270497,6,0,0,2,120,120,2.45,2,2.32,2.09,240,2.492882872,0.693147181,3.176374852,2.76996411,0.55,0.45,0.148900307,1.887976719,21.52537356,5.487259204,0.07,0.11,0.11,0.09,0.33,0.67,89.938,0.04,133458,3,0
Diputados,Diputados 1989-2013,Diputados - 2009,5,13,2009,4,4,1.688706014,46.21150125,8,0,0,2,120,120,2.35,2,2.45,2.12,240,2.492882872,0.693147181,2.725626175,2.79241328,1.65,0.35,0.148900307,1.887976719,21.52537356,5.191362034,0.04,0.08,0.07,0.07,0.29,0.83,87.937,0.109,130751,3,0
Diputados,Diputados 1989-2013,Diputados - 2013,5,13,2013,6,6,2.121601684,48.09366453,8,1,0,2,120,120,2.85,2,2.57,1.99,240,2.492882872,0.693147181,2.994658663,3.041643274,3.15,0.85,0.148900307,1.887976719,21.52537356,5.012403302,0.06,0.19,0.17,0.13,0.43,0.72,95.598,0.253,115903,3,12.5
Diputados,Diputados 1989-2013,Diputados - 1989,5,14,1989,5,7,0.959739387,49.6424441,8,1,0,2,120,120,2.6,2,2.49,2.16,240,2.492882872,0.693147181,1.866293857,1.776999055,2.4,0.6,0.115373414,1.195160462,5.791492799,6.045941997,0.06,0.15,0.14,0.11,0.38,0.75,93.5,0.114,165149,2,12.5
Diputados,Diputados 1989-2013,Diputados - 1993,5,14,1993,4,4,1.790097625,47.19461846,6,0,0,2,120,120,2.44,2,2.24,1.95,240,2.492882872,0.693147181,5.274324429,4.318853019,1.56,0.44,0.115373414,1.195160462,5.791492799,6.621926739,0.05,0.11,0.09,0.09,0.32,0.79,88.536,0.054,160103,2,0
Diputados,Diputados 1989-2013,Diputados - 1997,5,14,1997,4,5,2.22320961,46.68660838,7,0,0,2,120,120,2.44,2,2.51,2.19,240,2.492882872,0.693147181,5.010943718,4.548871554,1.56,0.44,0.115373414,1.195160462,5.791492799,6.069867404,0.05,0.1,0.08,0.08,0.32,0.79,84.869,0.126,126034,2,0
Diputados,Diputados 1989-2013,Diputados - 2001,5,14,2001,3,5,6.04866856,47.65330735,5,0,0,2,120,120,2.25,2,2.27,2,240,2.492882872,0.693147181,2.81824279,2.753440283,0.75,0.25,0.115373414,1.195160462,5.791492799,6.403849832,0.04,0.06,0.06,0.05,0.25,0.82,90.928,0.053,144693,2,0
Diputados,Diputados 1989-2013,Diputados - 2005,5,14,2005,3,4,7.851135814,50.546802,6,0,0,2,120,120,2.3,2,2.32,2.09,240,2.492882872,0.693147181,3.015339975,2.76996411,0.7,0.3,0.115373414,1.195160462,5.791492799,5.746320877,0.06,0.08,0.08,0.07,0.29,0.76,89.938,0.04,155175,2,0
Diputados,Diputados 1989-2013,Diputados - 2009,5,14,2009,5,4,3.088601545,49.03713114,8,1,0,2,120,120,2.46,2,2.45,2.12,240,2.492882872,0.693147181,2.767927678,2.79241328,2.54,0.46,0.115373414,1.195160462,5.791492799,5.465266039,0.04,0.11,0.1,0.09,0.33,0.82,87.937,0.109,159004,2,12.5
Diputados,Diputados 1989-2013,Diputados - 2013,5,14,2013,5,6,5.275862789,41.77211668,8,1,0,2,120,120,2.9,2,2.57,1.99,240,2.492882872,0.693147181,3.254033562,3.041643274,2.1,0.9,0.115373414,1.195160462,5.791492799,5.663104931,0.07,0.18,0.1,0.13,0.43,0.69,95.598,0.253,143749,2,12.5
Diputados,Diputados 1989-2013,Diputados - 1989,5,15,1989,4,7,4.296696997,61.26945861,7,0,0,2,120,120,2.14,1,2.49,2.16,240,2.492882872,0.693147181,1.592440041,1.776999055,1.86,1.14,0.156530667,1.641971881,8.004315208,5.92602787,0.19,0.39,0.39,0.36,0.62,0.48,93.5,0.114,68029,7,0
Diputados,Diputados 1989-2013,Diputados - 1993,5,15,1993,4,4,0.851822504,48.72292657,7,1,0,2,120,120,2.44,2,2.24,1.95,240,2.492882872,0.693147181,5.094174898,4.318853019,1.56,0.44,0.156530667,1.641971881,8.004315208,6.154821733,0.05,0.11,0.1,0.09,0.33,0.78,88.536,0.054,75720,7,14.28571429
Diputados,Diputados 1989-2013,Diputados - 1997,5,15,1997,5,5,1.448932521,33.14654917,8,1,1,2,120,120,3.55,2,2.51,2.19,240,2.492882872,0.693147181,5.453525451,4.548871554,1.45,1.55,0.156530667,1.641971881,8.004315208,5.356095634,0.14,0.34,0.23,0.19,0.58,0.44,84.869,0.126,67636,7,12.5
Diputados,Diputados 1989-2013,Diputados - 2001,5,15,2001,3,5,11.61695039,46.34155864,5,0,0,2,120,120,2.47,2,2.27,2,240,2.492882872,0.693147181,3.189765219,2.753440283,0.53,0.47,0.156530667,1.641971881,8.004315208,6.688279328,0.08,0.12,0.12,0.09,0.34,0.65,90.928,0.053,76836,7,0
